# Coset-2 exclusion certificates for [4,16] on M_1(8,4)
# (Claude prod session 2026-07-18, target #3; notes/claude_prod_03_416.md)
#
# Background: any exponent-16 point on the (R,w) chart requires (2-descent,
# machine-checked identities; see notes) EITHER
#   coset 1:  -2R(R^2-1)(w^2-1) in Q^2   (the "conic" stratum, rationally
#             parameterized w=(m^2+K)/(m^2-K), K=-2R(R^2-1)), OR
#   coset 2:  2R(R^2-1)(w^2-1)w in +-Q^2, i.e. (w,Y) rational non-boundary on
#             E2_R: Y^2 = c w(w^2-1), c = 2ab(a^2-b^2), R=a/b
#             (Weierstrass X^3 - c^2 X; +- folded by w -> -w).
#   (Coset structure verified: 4*P_R = s_A on the family (Magma, 3 fibers),
#    so the quarter-twist coset is the H_x-half, as used.)
# For each fiber below, ellrank on E2_R gives UNCONDITIONAL rank upper bound 0
# (r2 = Selmer-torsion-Cassels) and torsion (Z/2)^2 whose w-images {0,+-1} are
# all boundary: the coset-2 stratum is EMPTY on the fiber.  Any [4,16] over
# these R (and mirrors 1/R) must satisfy the coset-1 conic; the complete
# conic-stratum octic sweep (m-height 2000, effective w-height ~1e6*|K|)
# found no live candidate on any fiber of height <= 100.
# format: a b  c=core-parameter rk=[lower,upper] tor=#torsion
-79 90  c=4345 rk=[0,0] tor=4
-77 90  c=835835 rk=[0,0] tor=4
-71 90  c=1085945 rk=[0,0] tor=4
-53 90  c=1402115 rk=[0,0] tor=4
-47 90  c=1384385 rk=[0,0] tor=4
-37 90  c=1245235 rk=[0,0] tor=4
-31 90  c=9145 rk=[0,0] tor=4
-29 90  c=1052555 rk=[0,0] tor=4
-13 90  c=515515 rk=[0,0] tor=4
-7 90  c=281785 rk=[0,0] tor=4
7 90  c=-281785 rk=[0,0] tor=4
13 90  c=-515515 rk=[0,0] tor=4
29 90  c=-1052555 rk=[0,0] tor=4
31 90  c=-9145 rk=[0,0] tor=4
37 90  c=-1245235 rk=[0,0] tor=4
47 90  c=-1384385 rk=[0,0] tor=4
53 90  c=-1402115 rk=[0,0] tor=4
71 90  c=-1085945 rk=[0,0] tor=4
77 90  c=-835835 rk=[0,0] tor=4
79 90  c=-4345 rk=[0,0] tor=4
-90 91  c=82355 rk=[0,0] tor=4
-88 91  c=537537 rk=[0,0] tor=4
-79 91  c=1833195 rk=[0,0] tor=4
-76 91  c=8662290 rk=[0,0] tor=4
-75 91  c=22659 rk=[0,0] tor=4
-74 91  c=9444435 rk=[0,0] tor=4
-72 91  c=281827 rk=[0,0] tor=4
-71 91  c=32305 rk=[0,0] tor=4
-69 91  c=690690 rk=[0,0] tor=4
-67 91  c=2889978 rk=[0,0] tor=4
-62 91  c=1390753 rk=[0,0] tor=4
-60 91  c=12779130 rk=[0,0] tor=4
-58 91  c=12975963 rk=[0,0] tor=4
-48 91  c=3263442 rk=[0,0] tor=4
-47 91  c=3246243 rk=[0,0] tor=4
-46 91  c=1433705 rk=[0,0] tor=4
-44 91  c=1411410 rk=[0,0] tor=4
-41 91  c=123123 rk=[0,0] tor=4
-37 91  c=20202 rk=[0,0] tor=4
-33 91  c=2699697 rk=[0,0] tor=4
-32 91  c=660387 rk=[0,0] tor=4
-24 91  c=2103465 rk=[0,0] tor=4
-12 91  c=4442802 rk=[0,0] tor=4
-10 91  c=45955 rk=[0,0] tor=4
-9 91  c=3731 rk=[0,0] tor=4
-8 91  c=83083 rk=[0,0] tor=4
-3 91  c=282282 rk=[0,0] tor=4
-1 91  c=10465 rk=[0,0] tor=4
1 91  c=-10465 rk=[0,0] tor=4
3 91  c=-282282 rk=[0,0] tor=4
8 91  c=-83083 rk=[0,0] tor=4
9 91  c=-3731 rk=[0,0] tor=4
10 91  c=-45955 rk=[0,0] tor=4
12 91  c=-4442802 rk=[0,0] tor=4
24 91  c=-2103465 rk=[0,0] tor=4
32 91  c=-660387 rk=[0,0] tor=4
33 91  c=-2699697 rk=[0,0] tor=4
37 91  c=-20202 rk=[0,0] tor=4
41 91  c=-123123 rk=[0,0] tor=4
44 91  c=-1411410 rk=[0,0] tor=4
46 91  c=-1433705 rk=[0,0] tor=4
47 91  c=-3246243 rk=[0,0] tor=4
48 91  c=-3263442 rk=[0,0] tor=4
58 91  c=-12975963 rk=[0,0] tor=4
60 91  c=-12779130 rk=[0,0] tor=4
62 91  c=-1390753 rk=[0,0] tor=4
67 91  c=-2889978 rk=[0,0] tor=4
69 91  c=-690690 rk=[0,0] tor=4
71 91  c=-32305 rk=[0,0] tor=4
72 91  c=-281827 rk=[0,0] tor=4
74 91  c=-9444435 rk=[0,0] tor=4
75 91  c=-22659 rk=[0,0] tor=4
76 91  c=-8662290 rk=[0,0] tor=4
79 91  c=-1833195 rk=[0,0] tor=4
88 91  c=-537537 rk=[0,0] tor=4
90 91  c=-82355 rk=[0,0] tor=4
-89 92  c=2223042 rk=[0,0] tor=4
-85 92  c=4844490 rk=[0,0] tor=4
-81 92  c=87538 rk=[0,0] tor=4
-77 92  c=53130 rk=[0,0] tor=4
-73 92  c=10527330 rk=[0,0] tor=4
-65 92  c=1408290 rk=[0,0] tor=4
-61 92  c=1478762 rk=[0,0] tor=4
-57 92  c=13673730 rk=[0,0] tor=4
-53 92  c=13786890 rk=[0,0] tor=4
-37 92  c=12075690 rk=[0,0] tor=4
-33 92  c=447810 rk=[0,0] tor=4
-29 92  c=9338 rk=[0,0] tor=4
-25 92  c=40066 rk=[0,0] tor=4
-21 92  c=7750218 rk=[0,0] tor=4
-17 92  c=255714 rk=[0,0] tor=4
-9 92  c=385618 rk=[0,0] tor=4
-5 92  c=1940970 rk=[0,0] tor=4
5 92  c=-1940970 rk=[0,0] tor=4
9 92  c=-385618 rk=[0,0] tor=4
17 92  c=-255714 rk=[0,0] tor=4
21 92  c=-7750218 rk=[0,0] tor=4
25 92  c=-40066 rk=[0,0] tor=4
29 92  c=-9338 rk=[0,0] tor=4
33 92  c=-447810 rk=[0,0] tor=4
37 92  c=-12075690 rk=[0,0] tor=4
53 92  c=-13786890 rk=[0,0] tor=4
57 92  c=-13673730 rk=[0,0] tor=4
61 92  c=-1478762 rk=[0,0] tor=4
65 92  c=-1408290 rk=[0,0] tor=4
73 92  c=-10527330 rk=[0,0] tor=4
77 92  c=-53130 rk=[0,0] tor=4
81 92  c=-87538 rk=[0,0] tor=4
85 92  c=-4844490 rk=[0,0] tor=4
89 92  c=-2223042 rk=[0,0] tor=4
-86 93  c=5010747 rk=[0,0] tor=4
-85 93  c=1407090 rk=[0,0] tor=4
-83 93  c=424545 rk=[0,0] tor=4
-82 93  c=293601 rk=[0,0] tor=4
-80 93  c=2091570 rk=[0,0] tor=4
-73 93  c=2817435 rk=[0,0] tor=4
-71 93  c=2977953 rk=[0,0] tor=4
-70 93  c=12202995 rk=[0,0] tor=4
-64 93  c=846858 rk=[0,0] tor=4
-61 93  c=873642 rk=[0,0] tor=4
-59 93  c=3544602 rk=[0,0] tor=4
-50 93  c=571857 rk=[0,0] tor=4
-49 93  c=72633 rk=[0,0] tor=4
-41 93  c=3321123 rk=[0,0] tor=4
-40 93  c=3277785 rk=[0,0] tor=4
-38 93  c=12731235 rk=[0,0] tor=4
-34 93  c=11846433 rk=[0,0] tor=4
-22 93  c=8352795 rk=[0,0] tor=4
-20 93  c=7671570 rk=[0,0] tor=4
-16 93  c=1561098 rk=[0,0] tor=4
-7 93  c=27993 rk=[0,0] tor=4
-4 93  c=1605738 rk=[0,0] tor=4
-2 93  c=803985 rk=[0,0] tor=4
2 93  c=-803985 rk=[0,0] tor=4
4 93  c=-1605738 rk=[0,0] tor=4
7 93  c=-27993 rk=[0,0] tor=4
16 93  c=-1561098 rk=[0,0] tor=4
20 93  c=-7671570 rk=[0,0] tor=4
22 93  c=-8352795 rk=[0,0] tor=4
34 93  c=-11846433 rk=[0,0] tor=4
38 93  c=-12731235 rk=[0,0] tor=4
40 93  c=-3277785 rk=[0,0] tor=4
41 93  c=-3321123 rk=[0,0] tor=4
49 93  c=-72633 rk=[0,0] tor=4
50 93  c=-571857 rk=[0,0] tor=4
59 93  c=-3544602 rk=[0,0] tor=4
61 93  c=-873642 rk=[0,0] tor=4
64 93  c=-846858 rk=[0,0] tor=4
70 93  c=-12202995 rk=[0,0] tor=4
71 93  c=-2977953 rk=[0,0] tor=4
73 93  c=-2817435 rk=[0,0] tor=4
80 93  c=-2091570 rk=[0,0] tor=4
82 93  c=-293601 rk=[0,0] tor=4
83 93  c=-424545 rk=[0,0] tor=4
85 93  c=-1407090 rk=[0,0] tor=4
86 93  c=-5010747 rk=[0,0] tor=4
-87 94  c=5180763 rk=[0,0] tor=4
-85 94  c=715105 rk=[0,0] tor=4
-79 94  c=9635235 rk=[0,0] tor=4
-77 94  c=1168937 rk=[0,0] tor=4
-61 94  c=14664705 rk=[0,0] tor=4
-55 94  c=15021435 rk=[0,0] tor=4
-53 94  c=306393 rk=[0,0] tor=4
-45 94  c=32665 rk=[0,0] tor=4
-37 94  c=12985113 rk=[0,0] tor=4
-31 94  c=50995 rk=[0,0] tor=4
-23 94  c=997763 rk=[0,0] tor=4
-21 94  c=8285865 rk=[0,0] tor=4
-13 94  c=65377 rk=[0,0] tor=4
-7 94  c=2890923 rk=[0,0] tor=4
-5 94  c=230065 rk=[0,0] tor=4
5 94  c=-230065 rk=[0,0] tor=4
7 94  c=-2890923 rk=[0,0] tor=4
13 94  c=-65377 rk=[0,0] tor=4
21 94  c=-8285865 rk=[0,0] tor=4
23 94  c=-997763 rk=[0,0] tor=4
31 94  c=-50995 rk=[0,0] tor=4
37 94  c=-12985113 rk=[0,0] tor=4
45 94  c=-32665 rk=[0,0] tor=4
53 94  c=-306393 rk=[0,0] tor=4
55 94  c=-15021435 rk=[0,0] tor=4
61 94  c=-14664705 rk=[0,0] tor=4
77 94  c=-1168937 rk=[0,0] tor=4
79 94  c=-9635235 rk=[0,0] tor=4
85 94  c=-715105 rk=[0,0] tor=4
87 94  c=-5180763 rk=[0,0] tor=4
-92 95  c=2451570 rk=[0,0] tor=4
-91 95  c=803985 rk=[0,0] tor=4
-86 95  c=739385 rk=[0,0] tor=4
-82 95  c=8962395 rk=[0,0] tor=4
-81 95  c=7315 rk=[0,0] tor=4
-77 95  c=314545 rk=[0,0] tor=4
-73 95  c=3203970 rk=[0,0] tor=4
-67 95  c=44555 rk=[0,0] tor=4
-66 95  c=14637315 rk=[0,0] tor=4
-59 95  c=431585 rk=[0,0] tor=4
-56 95  c=3916185 rk=[0,0] tor=4
-53 95  c=3912195 rk=[0,0] tor=4
-49 95  c=2185 rk=[0,0] tor=4
-48 95  c=3830970 rk=[0,0] tor=4
-44 95  c=14816010 rk=[0,0] tor=4
-41 95  c=397290 rk=[0,0] tor=4
-39 95  c=3475290 rk=[0,0] tor=4
-34 95  c=12708435 rk=[0,0] tor=4
-33 95  c=194370 rk=[0,0] tor=4
-28 95  c=10960530 rk=[0,0] tor=4
-27 95  c=295545 rk=[0,0] tor=4
-21 95  c=2140635 rk=[0,0] tor=4
-13 95  c=151905 rk=[0,0] tor=4
-12 95  c=5062170 rk=[0,0] tor=4
-6 95  c=2561865 rk=[0,0] tor=4
-2 95  c=856995 rk=[0,0] tor=4
2 95  c=-856995 rk=[0,0] tor=4
6 95  c=-2561865 rk=[0,0] tor=4
12 95  c=-5062170 rk=[0,0] tor=4
13 95  c=-151905 rk=[0,0] tor=4
21 95  c=-2140635 rk=[0,0] tor=4
27 95  c=-295545 rk=[0,0] tor=4
28 95  c=-10960530 rk=[0,0] tor=4
33 95  c=-194370 rk=[0,0] tor=4
34 95  c=-12708435 rk=[0,0] tor=4
39 95  c=-3475290 rk=[0,0] tor=4
41 95  c=-397290 rk=[0,0] tor=4
44 95  c=-14816010 rk=[0,0] tor=4
48 95  c=-3830970 rk=[0,0] tor=4
49 95  c=-2185 rk=[0,0] tor=4
53 95  c=-3912195 rk=[0,0] tor=4
56 95  c=-3916185 rk=[0,0] tor=4
59 95  c=-431585 rk=[0,0] tor=4
66 95  c=-14637315 rk=[0,0] tor=4
67 95  c=-44555 rk=[0,0] tor=4
73 95  c=-3203970 rk=[0,0] tor=4
77 95  c=-314545 rk=[0,0] tor=4
81 95  c=-7315 rk=[0,0] tor=4
82 95  c=-8962395 rk=[0,0] tor=4
86 95  c=-739385 rk=[0,0] tor=4
91 95  c=-803985 rk=[0,0] tor=4
92 95  c=-2451570 rk=[0,0] tor=4
-95 96  c=54435 rk=[0,0] tor=4
-85 96  c=507705 rk=[0,0] tor=4
-79 96  c=28203 rk=[0,0] tor=4
-77 96  c=759297 rk=[0,0] tor=4
-71 96  c=35571 rk=[0,0] tor=4
-61 96  c=1005585 rk=[0,0] tor=4
-55 96  c=1021515 rk=[0,0] tor=4
-53 96  c=1018713 rk=[0,0] tor=4
-47 96  c=20163 rk=[0,0] tor=4
-31 96  c=767715 rk=[0,0] tor=4
-29 96  c=29145 rk=[0,0] tor=4
-13 96  c=352833 rk=[0,0] tor=4
-5 96  c=137865 rk=[0,0] tor=4
5 96  c=-137865 rk=[0,0] tor=4
13 96  c=-352833 rk=[0,0] tor=4
29 96  c=-29145 rk=[0,0] tor=4
31 96  c=-767715 rk=[0,0] tor=4
47 96  c=-20163 rk=[0,0] tor=4
53 96  c=-1018713 rk=[0,0] tor=4
55 96  c=-1021515 rk=[0,0] tor=4
61 96  c=-1005585 rk=[0,0] tor=4
71 96  c=-35571 rk=[0,0] tor=4
77 96  c=-759297 rk=[0,0] tor=4
79 96  c=-28203 rk=[0,0] tor=4
85 96  c=-507705 rk=[0,0] tor=4
95 96  c=-54435 rk=[0,0] tor=4
-96 97  c=56163 rk=[0,0] tor=4
-93 97  c=856995 rk=[0,0] tor=4
-89 97  c=1605738 rk=[0,0] tor=4
-88 97  c=197395 rk=[0,0] tor=4
-87 97  c=1940970 rk=[0,0] tor=4
-84 97  c=9586122 rk=[0,0] tor=4
-83 97  c=281785 rk=[0,0] tor=4
-81 97  c=8633 rk=[0,0] tor=4
-78 97  c=503139 rk=[0,0] tor=4
-72 97  c=97 rk=[0,0] tor=4
-68 97  c=15780930 rk=[0,0] tor=4
-65 97  c=12610 rk=[0,0] tor=4
-64 97  c=1030722 rk=[0,0] tor=4
-57 97  c=4257330 rk=[0,0] tor=4
-55 97  c=4257330 rk=[0,0] tor=4
-52 97  c=1878890 rk=[0,0] tor=4
-49 97  c=21243 rk=[0,0] tor=4
-46 97  c=16270683 rk=[0,0] tor=4
-36 97  c=1573922 rk=[0,0] tor=4
-33 97  c=208065 rk=[0,0] tor=4
-32 97  c=813345 rk=[0,0] tor=4
-30 97  c=12380595 rk=[0,0] tor=4
-24 97  c=21243 rk=[0,0] tor=4
-20 97  c=970970 rk=[0,0] tor=4
-19 97  c=2084433 rk=[0,0] tor=4
-16 97  c=21922 rk=[0,0] tor=4
-14 97  c=6255627 rk=[0,0] tor=4
-10 97  c=4514865 rk=[0,0] tor=4
-8 97  c=906465 rk=[0,0] tor=4
8 97  c=-906465 rk=[0,0] tor=4
10 97  c=-4514865 rk=[0,0] tor=4
14 97  c=-6255627 rk=[0,0] tor=4
16 97  c=-21922 rk=[0,0] tor=4
19 97  c=-2084433 rk=[0,0] tor=4
20 97  c=-970970 rk=[0,0] tor=4
24 97  c=-21243 rk=[0,0] tor=4
30 97  c=-12380595 rk=[0,0] tor=4
32 97  c=-813345 rk=[0,0] tor=4
33 97  c=-208065 rk=[0,0] tor=4
36 97  c=-1573922 rk=[0,0] tor=4
46 97  c=-16270683 rk=[0,0] tor=4
49 97  c=-21243 rk=[0,0] tor=4
52 97  c=-1878890 rk=[0,0] tor=4
55 97  c=-4257330 rk=[0,0] tor=4
57 97  c=-4257330 rk=[0,0] tor=4
64 97  c=-1030722 rk=[0,0] tor=4
65 97  c=-12610 rk=[0,0] tor=4
68 97  c=-15780930 rk=[0,0] tor=4
72 97  c=-97 rk=[0,0] tor=4
78 97  c=-503139 rk=[0,0] tor=4
81 97  c=-8633 rk=[0,0] tor=4
83 97  c=-281785 rk=[0,0] tor=4
84 97  c=-9586122 rk=[0,0] tor=4
87 97  c=-1940970 rk=[0,0] tor=4
88 97  c=-197395 rk=[0,0] tor=4
89 97  c=-1605738 rk=[0,0] tor=4
93 97  c=-856995 rk=[0,0] tor=4
96 97  c=-56163 rk=[0,0] tor=4
-97 98  c=18915 rk=[0,0] tor=4
-83 98  c=225345 rk=[0,0] tor=4
-75 98  c=11937 rk=[0,0] tor=4
-67 98  c=342705 rk=[0,0] tor=4
-65 98  c=349635 rk=[0,0] tor=4
-59 98  c=361257 rk=[0,0] tor=4
-57 98  c=362235 rk=[0,0] tor=4
-33 98  c=280995 rk=[0,0] tor=4
-27 98  c=1065 rk=[0,0] tor=4
-19 98  c=19513 rk=[0,0] tor=4
-17 98  c=1955 rk=[0,0] tor=4
-11 98  c=104313 rk=[0,0] tor=4
-3 98  c=28785 rk=[0,0] tor=4
3 98  c=-28785 rk=[0,0] tor=4
11 98  c=-104313 rk=[0,0] tor=4
17 98  c=-1955 rk=[0,0] tor=4
19 98  c=-19513 rk=[0,0] tor=4
27 98  c=-1065 rk=[0,0] tor=4
33 98  c=-280995 rk=[0,0] tor=4
57 98  c=-362235 rk=[0,0] tor=4
59 98  c=-361257 rk=[0,0] tor=4
65 98  c=-349635 rk=[0,0] tor=4
67 98  c=-342705 rk=[0,0] tor=4
75 98  c=-11937 rk=[0,0] tor=4
83 98  c=-225345 rk=[0,0] tor=4
97 98  c=-18915 rk=[0,0] tor=4
-92 99  c=676522 rk=[0,0] tor=4
-89 99  c=230065 rk=[0,0] tor=4
-83 99  c=83083 rk=[0,0] tor=4
-76 99  c=67298 rk=[0,0] tor=4
-74 99  c=70411 rk=[0,0] tor=4
-65 99  c=498355 rk=[0,0] tor=4
-62 99  c=2031337 rk=[0,0] tor=4
-46 99  c=1944305 rk=[0,0] tor=4
-43 99  c=470162 rk=[0,0] tor=4
-37 99  c=428978 rk=[0,0] tor=4
-26 99  c=52195 rk=[0,0] tor=4
-25 99  c=12617 rk=[0,0] tor=4
-23 99  c=293227 rk=[0,0] tor=4
-8 99  c=107107 rk=[0,0] tor=4
-1 99  c=11 rk=[0,0] tor=4
1 99  c=-11 rk=[0,0] tor=4
8 99  c=-107107 rk=[0,0] tor=4
23 99  c=-293227 rk=[0,0] tor=4
25 99  c=-12617 rk=[0,0] tor=4
26 99  c=-52195 rk=[0,0] tor=4
37 99  c=-428978 rk=[0,0] tor=4
43 99  c=-470162 rk=[0,0] tor=4
46 99  c=-1944305 rk=[0,0] tor=4
62 99  c=-2031337 rk=[0,0] tor=4
65 99  c=-498355 rk=[0,0] tor=4
74 99  c=-70411 rk=[0,0] tor=4
76 99  c=-67298 rk=[0,0] tor=4
83 99  c=-83083 rk=[0,0] tor=4
89 99  c=-230065 rk=[0,0] tor=4
92 99  c=-676522 rk=[0,0] tor=4
-99 100  c=4378 rk=[0,0] tor=4
-91 100  c=34762 rk=[0,0] tor=4
-83 100  c=516426 rk=[0,0] tor=4
-79 100  c=593922 rk=[0,0] tor=4
-71 100  c=78242 rk=[0,0] tor=4
-67 100  c=738474 rk=[0,0] tor=4
-59 100  c=769242 rk=[0,0] tor=4
-51 100  c=15402 rk=[0,0] tor=4
-43 100  c=700986 rk=[0,0] tor=4
-39 100  c=661362 rk=[0,0] tor=4
-31 100  c=560418 rk=[0,0] tor=4
-27 100  c=55626 rk=[0,0] tor=4
-19 100  c=4522 rk=[0,0] tor=4
-11 100  c=217338 rk=[0,0] tor=4
-3 100  c=59946 rk=[0,0] tor=4
3 100  c=-59946 rk=[0,0] tor=4
11 100  c=-217338 rk=[0,0] tor=4
19 100  c=-4522 rk=[0,0] tor=4
27 100  c=-55626 rk=[0,0] tor=4
31 100  c=-560418 rk=[0,0] tor=4
39 100  c=-661362 rk=[0,0] tor=4
43 100  c=-700986 rk=[0,0] tor=4
51 100  c=-15402 rk=[0,0] tor=4
59 100  c=-769242 rk=[0,0] tor=4
67 100  c=-738474 rk=[0,0] tor=4
71 100  c=-78242 rk=[0,0] tor=4
79 100  c=-593922 rk=[0,0] tor=4
83 100  c=-516426 rk=[0,0] tor=4
91 100  c=-34762 rk=[0,0] tor=4
99 100  c=-4378 rk=[0,0] tor=4
